,Excitatory,Microglia,OD,Inhibitory,Endothelial,Astrocyte
2604.977914_3408.802178,0.25731552,0.010917662,0.47934508,0.067124546,0.11645084,0.06884638
2604.977914_3508.802178,0.22206207,0.014090839,0.6550411,0.025982594,0.041712236,0.0411112
2604.977914_3608.802178,0.2114956,0.024357304,0.5736452,0.03991405,0.08898824,0.0615996
2604.977914_3708.802178,0.58649534,0.01685264,0.28133562,0.09754682,0.006182733,0.011586885
2604.977914_3808.802178,0.6898929,0.026680721,0.17130727,0.039098587,0.008914011,0.06410648
2604.977914_3908.802178,0.2620302,0.004896166,0.6879501,0.02040467,0.003741822,0.020977106
2604.977914_4008.802178,0.007488476,0.008006541,0.69245386,0.00018658,0.10979619,0.18206829
2604.977914_4108.802178,0.024540262,0.001128993,0.9648728,2.04E-05,0.005669598,0.003767963
2604.977914_4208.802178,0.075614706,0.000541296,0.88927144,0.009853284,0.007335801,0.017383432
-1412.112487_2714.925323,0.30833057,0.18839243,0.35570797,0.034846243,0.09045906,0.022263708
-1412.112487_2814.925323,0.22126068,0.00198173,0.558462,0.07000731,0.10557561,0.04271258
-1412.112487_2914.925323,0.028311145,0.02621533,0.6817911,0.107990064,0.037566688,0.11812564
-1412.112487_3014.925323,0.050944712,0.049278535,0.65967786,0.14166234,0.08544093,0.012995634
-1412.112487_3114.925323,0.18726383,0.03411618,0.46319348,0.2795264,0.013446969,0.022453094
-1412.112487_3214.925323,0.16983846,0.01055976,0.68428624,0.03851177,0.011019537,0.08578417
-1412.112487_3314.925323,0.25114202,0.003773166,0.58834296,0.046712752,0.03925614,0.0707729
-1412.112487_3414.925323,0.2056581,0.006385465,0.67082167,0.056282315,0.007006459,0.053846013
-1412.112487_3514.925323,0.050080895,0.003061716,0.56415856,0.082706146,0.213909,0.08608375
-1412.112487_3614.925323,0.09826571,0.014632867,0.3611922,0.070957884,0.29521823,0.15973307
-1412.112487_3714.925323,0.3253117,0.13247067,0.1783513,0.01791769,0.32425955,0.021689063
-1412.112487_3814.925323,0.42577794,0.04081004,0.41602063,0.030008761,0.0694347,0.017947918
-1412.112487_3914.925323,0.6745643,0.018073382,0.19765109,0.03794093,0.04395926,0.027811049
-1412.112487_4014.925323,0.011992621,0.001531005,0.9716914,9.24E-05,0.007237337,0.007455412
-1412.112487_4114.925323,0.006001239,0.008449919,0.867699,0.000234222,0.11085616,0.006759413
-1412.112487_4214.925323,0.007092129,0.019274415,0.78135234,2.27E-05,0.18474658,0.007511777
-1512.112487_2714.925323,0.16531128,0.005527462,0.5959788,0.03725924,0.16031656,0.035606645
-1512.112487_2814.925323,0.18079978,0.09742939,0.5837498,0.0409614,0.07961465,0.01744501
-1512.112487_2914.925323,0.034506094,0.058713205,0.49638525,0.09586552,0.2861496,0.028380325
-1512.112487_3014.925323,0.09595664,0.013619471,0.5739566,0.06318787,0.23671181,0.016567633
-1512.112487_3114.925323,0.114007905,0.013485767,0.62367976,0.03892352,0.12289441,0.08700865
-1512.112487_3214.925323,0.17218496,0.011251153,0.6027099,0.050886955,0.12969661,0.033270385
-1512.112487_3314.925323,0.26150808,0.044307314,0.4095908,0.040762436,0.23358841,0.010242988
-1512.112487_3414.925323,0.340277,0.05250121,0.5253543,0.03882111,0.025035404,0.018010939
-1512.112487_3514.925323,0.20818758,0.018257033,0.66159964,0.04120097,0.004336096,0.06641861
-1512.112487_3614.925323,0.15575816,0.02983666,0.59720504,0.027129674,0.15388812,0.036182273
-1512.112487_3714.925323,0.51169,0.033268858,0.3538395,0.047077354,0.014962411,0.039161824
-1512.112487_3814.925323,0.19526877,0.0026456,0.6212589,0.023482583,0.1411685,0.016175635
-1512.112487_3914.925323,0.4802214,0.051103298,0.27482542,0.024816155,0.058848094,0.11018561
-1512.112487_4014.925323,0.03572416,0.006411613,0.8446616,0.001363199,0.02345327,0.088386156
-1512.112487_4114.925323,0.01244684,0.00800472,0.944972,5.64E-06,0.026139436,0.008431383
-1512.112487_4214.925323,0.021123845,0.001484769,0.90819025,0.013724004,0.026650677,0.0288266
-1612.112487_2714.925323,0.023227068,0.017517844,0.4597096,0.001961701,0.11703405,0.3805498
-1612.112487_2814.925323,0.34204498,0.07363836,0.18613103,0.06435796,0.29570207,0.0381256
-1612.112487_2914.925323,0.11270246,0.008996884,0.7510228,0.06013819,0.010953166,0.05618655
-1612.112487_3014.925323,0.08522647,0.010631183,0.6227143,0.13536213,0.11032861,0.03573733
-1612.112487_3114.925323,0.124084726,0.001589116,0.74700826,0.053812567,0.03595501,0.037550215
-1612.112487_3214.925323,0.14332421,0.007006154,0.6091457,0.021553928,0.070217825,0.14875223
-1612.112487_3314.925323,0.12002788,0.001426513,0.7641245,0.032291304,0.03881459,0.043315172
-1612.112487_3414.925323,0.09400344,0.025023106,0.6051294,0.07460502,0.13571525,0.06552379
-1612.112487_3514.925323,0.14089939,0.007567896,0.66990316,0.05374676,0.043681554,0.084201306
-1612.112487_3614.925323,0.28854367,0.014261918,0.548083,0.02271958,0.0977332,0.02865866
-1612.112487_3714.925323,0.18645193,0.032982882,0.69545895,0.016137615,0.061052345,0.007916248
-1612.112487_3814.925323,0.4403379,0.04107764,0.32584834,0.09054987,0.04303104,0.05915522
-1612.112487_3914.925323,0.21482341,0.13683695,0.34180713,0.041233998,0.21659996,0.048698537
-1612.112487_4014.925323,0.07046413,0.000756067,0.8234497,0.002942917,0.005300127,0.097087055
-1612.112487_4114.925323,0.009625384,0.001633591,0.9479496,0.008708698,0.01384944,0.018233292
-1612.112487_4214.925323,0.013245811,0.001062518,0.8691269,0.034157112,0.061106816,0.02130082
-1712.112487_2714.925323,0.03945488,0.05219769,0.42213264,2.27E-05,0.30146343,0.18472873
-1712.112487_2814.925323,0.015717944,0.054394607,0.5474538,0.006297424,0.34426093,0.0318753
-1712.112487_2914.925323,0.070832476,0.008423458,0.57024026,0.028903842,0.2493659,0.072234064
-1712.112487_3014.925323,0.09906068,0.024649112,0.6486714,0.030664248,0.1909745,0.005980051
-1712.112487_3114.925323,0.32218456,0.001519039,0.38721076,0.069423415,0.15608557,0.06357665
-1712.112487_3214.925323,0.17056291,0.001396119,0.5599061,0.05821549,0.13164824,0.07827109
-1712.112487_3314.925323,0.13488974,0.011735541,0.6075172,0.008238597,0.21378027,0.023838663
-1712.112487_3414.925323,0.16995917,0.025617741,0.5917555,0.074959554,0.095690094,0.04201791
-1712.112487_3514.925323,0.11667578,0.07863887,0.529353,0.017468283,0.23857109,0.019292923
-1712.112487_3614.925323,0.12298218,0.001955351,0.5497617,0.068518475,0.015949227,0.2408331
-1712.112487_3714.925323,0.15753058,0.003444429,0.5427438,0.044106442,0.19390969,0.058265056
-1712.112487_3814.925323,0.26501745,0.016974688,0.5052529,0.032118935,0.07753629,0.103099756
-1712.112487_3914.925323,0.290001,0.020324556,0.5412911,0.018862227,0.056651738,0.07286927
-1712.112487_4014.925323,0.23281378,0.017231887,0.64169806,0.011469031,0.06491498,0.031872306
-1712.112487_4114.925323,0.012616188,0.000633879,0.87296075,0.000254403,0.10704262,0.00649209
-1712.112487_4214.925323,0.010700948,0.000434018,0.9103689,0.031696666,0.021255152,0.025544388
-1812.112487_2714.925323,0.049249303,0.06090976,0.4265783,2.09E-06,0.39399266,0.06926795
-1812.112487_2814.925323,0.10016172,0.031715248,0.25906757,0.007812035,0.5903012,0.01094221
-1812.112487_2914.925323,0.33643004,0.04008739,0.3943698,0.017481942,0.12636761,0.08526323
-1812.112487_3014.925323,0.21948478,0.018794233,0.31208545,0.10926594,0.25663796,0.08373166
-1812.112487_3114.925323,0.4789511,0.027756052,0.2446253,0.18764915,0.028732035,0.03228646
-1812.112487_3214.925323,0.17410429,0.038526937,0.4003038,0.009657011,0.23628774,0.14112012
-1812.112487_3314.925323,0.09258115,0.000832491,0.47644225,0.050505884,0.2064647,0.1731735
-1812.112487_3414.925323,0.2544185,0.032633077,0.45763704,0.08003803,0.1432225,0.032050904
-1812.112487_3514.925323,0.14517902,0.033849675,0.5866262,0.054765604,0.16140464,0.018174881
-1812.112487_3614.925323,0.38212168,0.003977814,0.51132977,0.054528862,0.04127695,0.006764854
-1812.112487_3714.925323,0.22027671,0.025447126,0.658891,0.034905728,0.03669702,0.023782447
-1812.112487_3814.925323,0.17124097,0.00802575,0.65169716,0.07214847,0.003797466,0.09309014
-1812.112487_3914.925323,0.3226686,0.008578481,0.32816547,0.069717735,0.24318337,0.027686376
-1812.112487_4014.925323,0.28329086,0.029916568,0.2885708,0.0638521,0.32105863,0.013311019
-1812.112487_4114.925323,0.02033999,0.001896187,0.7529205,0.000471168,0.08967673,0.13469544
-1812.112487_4214.925323,0.013115555,0.000686228,0.96821916,1.25E-05,0.007390499,0.010576052
-1912.112487_2714.925323,0.07441373,0.21338163,0.38835594,3.17E-06,0.3158931,0.007952347
-1912.112487_2814.925323,0.015656449,0.019381743,0.59594214,2.54E-05,0.124741405,0.24425286
-1912.112487_2914.925323,0.21427718,0.008274243,0.5018642,0.008534205,0.11006011,0.1569901
-1912.112487_3014.925323,0.41974548,0.016744394,0.18086849,0.05065328,0.30518836,0.026800057
-1912.112487_3114.925323,0.11913457,0.001608481,0.7930838,0.0499341,0.008368657,0.027870374
-1912.112487_3214.925323,0.23668392,0.002655278,0.5454313,0.01950824,0.10232132,0.093399905
-1912.112487_3314.925323,0.13687895,0.002204773,0.6323584,0.004817273,0.009311302,0.21442935
-1912.112487_3414.925323,0.52457607,0.001917002,0.19789818,0.028490573,0.015143672,0.23197445
-1912.112487_3514.925323,0.20923904,0.0309428,0.4656172,0.022543188,0.21042012,0.061237622
-1912.112487_3614.925323,0.10658414,0.05006455,0.58971167,0.025013786,0.18937519,0.039250743
-1912.112487_3714.925323,0.17437403,0.07746734,0.5089567,0.025944537,0.20399581,0.009261638
-1912.112487_3814.925323,0.5038993,0.020589296,0.32219636,0.105503246,0.01902379,0.028788038
-1912.112487_3914.925323,0.16563597,0.025065104,0.33899257,0.037718352,0.34914976,0.08343821
-1912.112487_4014.925323,0.45142773,0.03537859,0.306831,0.033814944,0.09360673,0.07894105
-1912.112487_4114.925323,0.1223164,0.036754005,0.631493,0.014496039,0.14834757,0.046593
-1912.112487_4214.925323,0.023357302,0.001001416,0.9478016,1.64E-05,0.02488042,0.002942894
-2012.112487_2714.925323,0.0801231,0.18385018,0.4118499,2.84E-06,0.32238206,0.001791878
-2012.112487_2814.925323,0.03231225,0.04425704,0.1744573,8.59E-08,0.7040156,0.044957682
-2012.112487_2914.925323,0.004041097,0.000674505,0.31680515,0.000193807,0.08982231,0.5884631
-2012.112487_3014.925323,0.20800005,0.01866405,0.42061654,0.006734085,0.28665656,0.05932877
-2012.112487_3114.925323,0.35901096,0.0465638,0.15591423,0.017399717,0.22007777,0.20103355
-2012.112487_3214.925323,0.33274013,0.003630328,0.43908378,0.01709988,0.00502453,0.20242132
-2012.112487_3314.925323,0.34050664,0.012071257,0.4891918,0.002844293,0.11275792,0.042628024
-2012.112487_3414.925323,0.5756806,0.006511509,0.21621509,0.12827983,0.014013026,0.059299953
-2012.112487_3514.925323,0.13161914,0.006580478,0.62601376,0.000181089,0.10001728,0.13558821
-2012.112487_3614.925323,0.3159864,0.013913575,0.5706546,0.02126559,0.06552979,0.012650063
-2012.112487_3714.925323,0.41317728,0.008691309,0.20918822,0.017092956,0.18320763,0.1686426
-2012.112487_3814.925323,0.34819543,0.00741783,0.49838087,0.008484925,0.047125533,0.090395406
-2012.112487_3914.925323,0.4731451,0.118687935,0.2542088,0.013023544,0.11721466,0.023719985
-2012.112487_4014.925323,0.41434294,0.031250827,0.418171,0.011562632,0.08459747,0.04007518
-2012.112487_4114.925323,0.12412159,0.002338233,0.702918,0.006076951,0.083281234,0.08126401
-2012.112487_4214.925323,0.013438229,0.002308412,0.9488457,4.35E-05,0.017170351,0.018193757
-2112.112487_2714.925323,0.07426438,0.19921972,0.28124684,5.84E-06,0.4447254,0.000537806
-2112.112487_2814.925323,0.13779417,0.28205964,0.2839765,1.70E-06,0.2954408,0.000727217
-2112.112487_2914.925323,0.008730839,0.007062386,0.18362966,0.000817761,0.4464981,0.3532613
-2112.112487_3014.925323,0.041570164,0.054070503,0.16093484,0.000226778,0.7166007,0.026597068
-2112.112487_3114.925323,0.64695734,0.02360657,0.17269847,0.01802728,0.046243824,0.09246649
-2112.112487_3214.925323,0.17812781,0.028730303,0.58376765,0.006636539,0.07745407,0.12528358
-2112.112487_3314.925323,0.38590395,0.015149348,0.26636612,0.01180989,0.24214001,0.07863064
-2112.112487_3414.925323,0.118423864,0.002763858,0.463883,0.114683494,0.09948791,0.20075792
-2112.112487_3514.925323,0.43435925,0.072478294,0.352409,0.008029665,0.09425242,0.038471315
-2112.112487_3614.925323,0.3777116,0.053740654,0.41289285,0.019957207,0.11831826,0.017379452
-2112.112487_3714.925323,0.2476876,0.032147534,0.146232,0.015182227,0.52577823,0.032972485
-2112.112487_3814.925323,0.2991567,0.050121408,0.40721303,0.013430753,0.20127659,0.028801477
-2112.112487_3914.925323,0.38074395,0.029839238,0.43601954,0.006200256,0.117777154,0.029419918
-2112.112487_4014.925323,0.63714427,0.038526375,0.17689171,0.005163416,0.06260525,0.079668984
-2112.112487_4114.925323,0.14269112,0.0317841,0.35929027,0.031711917,0.39130434,0.04321827
-2112.112487_4214.925323,0.014978371,0.002163707,0.7784719,0.000355506,0.09711758,0.10691292
-2212.112487_2714.925323,0.09729445,0.21428294,0.37768993,3.87E-07,0.30945683,0.001275445
-2212.112487_2814.925323,0.09553487,0.11695252,0.33195817,2.22E-06,0.42313528,0.032416884
-2212.112487_2914.925323,0.019881742,0.04100193,0.2618223,0.000226639,0.10464859,0.5724188
-2212.112487_3014.925323,0.098228656,0.010338912,0.45817006,0.000817932,0.3248779,0.10756651
-2212.112487_3114.925323,0.3383968,0.020359892,0.29965496,0.013874064,0.1766833,0.15103097
-2212.112487_3214.925323,0.16772003,0.000744384,0.61700666,0.033683196,0.07442521,0.10642046
-2212.112487_3314.925323,0.29269806,0.031298272,0.3947129,0.003318683,0.069776334,0.20819572
-2212.112487_3414.925323,0.2885107,0.001600327,0.5711046,0.005793739,0.03855342,0.094437174
-2212.112487_3514.925323,0.09588618,0.011687546,0.58046454,0.018092852,0.17452393,0.11934496
-2212.112487_3614.925323,0.14619324,0.007216534,0.48742604,0.038698345,0.29911834,0.02134752
-2212.112487_3714.925323,0.25882894,0.003141132,0.4577941,0.002116876,0.1533196,0.12479933
-2212.112487_3814.925323,0.2230247,0.012352762,0.5004292,0.010975346,0.1720084,0.081209555
-2212.112487_3914.925323,0.41218534,0.006076815,0.29969618,0.022103658,0.013700589,0.24623741
-2212.112487_4014.925323,0.2436662,0.023982031,0.58222413,0.040090226,0.08214888,0.02788849
-2212.112487_4114.925323,0.16463846,0.000791316,0.57871217,0.05401104,0.005099877,0.19674715
-2212.112487_4214.925323,0.017737217,0.019807748,0.8139981,7.23E-05,0.10717512,0.0412094
-2312.112487_2714.925323,0.021433262,0.3159598,0.3981598,3.37E-06,0.26274267,0.001701086
-2312.112487_2814.925323,0.050218284,0.07038945,0.4417403,1.39E-05,0.08148552,0.35615247
-2312.112487_2914.925323,0.17932448,0.000706103,0.5733971,0.037646703,0.011487693,0.19743791
-2312.112487_3014.925323,0.23455013,0.14152049,0.28759447,0.038540788,0.21935391,0.07844018
-2312.112487_3114.925323,0.17764474,0.022623727,0.38154322,0.17459032,0.18074143,0.06285653
-2312.112487_3214.925323,0.089405,0.027129874,0.39331633,0.005939647,0.34354308,0.14066611
-2312.112487_3314.925323,0.20501024,0.009008953,0.43667883,0.020022636,0.047789965,0.28148934
-2312.112487_3414.925323,0.23219998,0.022102123,0.35228854,0.0683418,0.2377433,0.08732424
-2312.112487_3514.925323,0.32026377,0.02393754,0.48689497,0.03155458,0.11220244,0.025146738
-2312.112487_3614.925323,0.20174582,0.01667659,0.6252108,0.04556205,0.087726936,0.023077842
-2312.112487_3714.925323,0.16650862,0.011908292,0.7455854,0.022108588,0.037258156,0.016630908
-2312.112487_3814.925323,0.2977214,0.008321389,0.58498996,0.052824013,0.033399668,0.022743557
-2312.112487_3914.925323,0.37609354,0.12558317,0.37706795,0.028667614,0.08677777,0.005809872
-2312.112487_4014.925323,0.41255522,0.006522839,0.42468104,0.039045192,0.009240356,0.10795529
-2312.112487_4114.925323,0.11482217,0.003214437,0.7362893,0.033485908,0.04072587,0.07146238
-2312.112487_4214.925323,0.011564607,0.00149954,0.9169967,0.005457646,0.047055982,0.017425481
-2412.112487_2714.925323,0.067298636,0.034045327,0.24953297,1.65E-06,0.43751267,0.21160878
-2412.112487_2814.925323,0.12970942,0.008705825,0.59891003,0.014915701,0.14762162,0.10013741
-2412.112487_2914.925323,0.21370894,0.033548683,0.61822426,0.08426738,0.008118921,0.042131796
-2412.112487_3014.925323,0.065430716,0.002802243,0.68928164,0.18414406,0.02371325,0.034628067
-2412.112487_3114.925323,0.15971963,0.005978134,0.56670237,0.11721887,0.10954355,0.040837392
-2412.112487_3214.925323,0.07174282,0.001637914,0.57404405,0.03614639,0.23360609,0.08282271
-2412.112487_3314.925323,0.06106844,0.002135054,0.61289686,0.06420123,0.24564043,0.014057906
-2412.112487_3414.925323,0.24169345,0.047722418,0.36650637,0.0997934,0.11287126,0.13141316
-2412.112487_3514.925323,0.05627862,0.012071906,0.51896393,0.016752996,0.36022177,0.035710752
-2412.112487_3614.925323,0.16440472,0.034815256,0.5490685,0.10129004,0.09818491,0.052236576
-2412.112487_3714.925323,0.2362443,0.018184979,0.54361635,0.03471289,0.13794005,0.029301438
-2412.112487_3814.925323,0.21528392,0.021932859,0.55138993,0.02814494,0.17166352,0.011584877
-2412.112487_3914.925323,0.2540581,0.027686087,0.5245483,0.030130534,0.08160201,0.081974946
-2412.112487_4014.925323,0.26220584,0.012946792,0.41206157,0.021313025,0.19677359,0.09469915
-2412.112487_4114.925323,0.08144474,0.000267655,0.86000335,0.010093362,0.010093733,0.038097143
-2412.112487_4214.925323,0.014597867,0.002927857,0.8041927,0.027038809,0.061052296,0.0901905
-2512.112487_2714.925323,0.07404477,0.10253057,0.3214875,0.000111693,0.46941397,0.032411486
-2512.112487_2814.925323,0.035738174,0.003625155,0.75793266,0.11542358,0.013108791,0.074171685
-2512.112487_2914.925323,0.05086751,0.028306907,0.35319784,0.07366082,0.47542846,0.018538391
-2512.112487_3014.925323,0.073740706,0.027953254,0.47350976,0.04015828,0.3776777,0.006960325
-2512.112487_3114.925323,0.13425285,0.008227023,0.47849977,0.034449354,0.30866548,0.03590551
-2512.112487_3214.925323,0.02051154,0.004042991,0.49646533,0.023140874,0.4409931,0.014846141
-2512.112487_3314.925323,0.073779024,0.012925356,0.6023756,0.02942604,0.2209982,0.060495794
-2512.112487_3414.925323,0.10120749,0.02099859,0.6729534,0.039783135,0.1296259,0.03543145
-2512.112487_3514.925323,0.28029916,0.004975397,0.5184864,0.04308602,0.017073588,0.13607942
-2512.112487_3614.925323,0.29044288,0.035569742,0.54876596,0.043024357,0.07658527,0.005611798
-2512.112487_3714.925323,0.20274302,0.001558918,0.60262275,0.031744223,0.0458577,0.11547336
