,Astrocyte,Endothelial,Inhibitory,Microglia,OD,Excitatory,Others_cellf
1504.977914_3008.802178,0.011180901,0.001592652,0.000412653,0.004147532,0.16652201,0.41827336,0.39787084
1504.977914_3108.802178,0.014707689,0.03287007,6.13E-05,0.007031761,0.13139845,0.46599308,0.3479376
1504.977914_3208.802178,0.003226484,0.005707415,0.000117119,0.003149901,0.17257689,0.46305668,0.35216555
1504.977914_3308.802178,0.003023977,0.0133773,3.69E-05,0.008816443,0.17007962,0.39240977,0.412256
1504.977914_3408.802178,0.002984152,0.009039398,5.00E-05,0.006474405,0.110687226,0.505661,0.36510378
1504.977914_3508.802178,0.001475263,0.004703196,5.55E-05,0.007220358,0.14077759,0.47143325,0.37433478
1504.977914_3608.802178,0.005332876,0.029716419,9.51E-06,0.008003457,0.21241733,0.34168318,0.40283728
1504.977914_3708.802178,0.003245978,0.018378442,1.77E-05,0.007615652,0.15931739,0.44971293,0.3617119
1504.977914_3808.802178,0.054243747,0.020106692,0.000172327,0.005672982,0.27757603,0.2915446,0.35068357
1504.977914_3908.802178,0.28663749,0.033668805,8.14E-05,0.000672741,0.3523269,0.111784585,0.21482813
1504.977914_4008.802178,0.10422544,0.12328338,0.000417234,0.002045344,0.47416535,0.02273957,0.27312368
1504.977914_4108.802178,0.2957498,0.035442192,0.000168701,0.004377736,0.31074163,0.18476239,0.16875754
1504.977914_4208.802178,0.21479619,0.056870893,0.000412761,0.024842339,0.328995,0.066998005,0.3070848
1604.977914_2708.802178,0.25786868,0.15055776,6.17E-05,0.01487761,0.18606228,0.15943792,0.231134
1604.977914_2808.802178,0.010363216,0.015139025,2.38E-05,0.012583298,0.14800665,0.5258579,0.28802612
1604.977914_2908.802178,0.004459839,0.043917626,2.76E-05,0.013532268,0.21837403,0.33751938,0.38216925
1604.977914_3008.802178,0.002024843,0.01310802,8.25E-05,0.004518351,0.19303177,0.38359275,0.40364176
1604.977914_3108.802178,0.03958609,0.04404088,4.34E-05,0.008095194,0.11552229,0.49173525,0.3009769
1604.977914_3208.802178,0.003567397,0.006313981,2.72E-05,0.004861984,0.121420406,0.4660646,0.39774436
1604.977914_3308.802178,0.017988633,0.030526476,0.0001795,0.004187627,0.22775708,0.3314819,0.38787878
1604.977914_3408.802178,0.003264084,0.0221661,2.68E-05,0.009704899,0.17923804,0.3605965,0.42500365
1604.977914_3508.802178,0.029144585,0.024015713,0.000195355,0.004555696,0.07583794,0.48749664,0.37875405
1604.977914_3608.802178,0.00286057,0.020280274,6.80E-05,0.004057189,0.1929911,0.37830123,0.40144166
1604.977914_3708.802178,0.003046533,0.005816193,9.59E-05,0.003475514,0.14558265,0.46967632,0.37230682
1604.977914_3808.802178,0.012093623,0.027371354,5.39E-05,0.01378017,0.12289156,0.49517977,0.32862967
1604.977914_3908.802178,0.15317862,0.01809311,5.97E-05,0.004690154,0.38061437,0.16997571,0.27338824
1604.977914_4008.802178,0.19445446,0.028226772,0.001130685,0.002522552,0.3822823,0.086008385,0.30537492
1604.977914_4108.802178,0.14527579,0.059263702,0.000665689,0.003806297,0.49540415,0.033340618,0.2622438
1604.977914_4208.802178,0.2758413,0.01930959,0.000141118,0.001920326,0.34741822,0.10625562,0.24911383
1704.977914_2708.802178,0.09491342,0.21345322,5.32E-05,0.038797535,0.23540854,0.11531909,0.30205503
1704.977914_2808.802178,0.026119657,0.04176882,2.15E-05,0.033369802,0.15972057,0.36026648,0.3787331
1704.977914_2908.802178,0.007871823,0.018868111,4.18E-05,0.006925266,0.100183,0.49918723,0.36692277
1704.977914_3008.802178,0.002207556,0.011384228,1.16E-05,0.005464054,0.16148175,0.47714174,0.34230906
1704.977914_3108.802178,0.004774865,0.007810261,1.87E-05,0.012307335,0.101140745,0.47186375,0.40208423
1704.977914_3208.802178,0.005526274,0.03986269,6.55E-05,0.013805337,0.25868422,0.23842008,0.44363594
1704.977914_3308.802178,0.012565602,0.05940857,2.59E-05,0.010429758,0.19009505,0.34277678,0.38469824
1704.977914_3408.802178,0.003123872,0.01126654,3.50E-05,0.006643835,0.16456778,0.42163056,0.39273238
1704.977914_3508.802178,0.009589952,0.003468219,7.81E-05,0.006489412,0.11654459,0.49351168,0.37031808
1704.977914_3608.802178,0.001997426,0.004592891,3.30E-05,0.002709681,0.10372465,0.5607774,0.326165
1704.977914_3708.802178,0.003259007,0.01248508,2.95E-05,0.007916275,0.10136809,0.4677376,0.40720448
1704.977914_3808.802178,0.010428953,0.03856592,2.69E-05,0.017254932,0.24618895,0.30303502,0.38449937
1704.977914_3908.802178,0.11034812,0.01715276,0.000226157,0.008565918,0.37513196,0.21609376,0.27248132
1704.977914_4008.802178,0.20954545,0.017564597,7.20E-05,0.002369826,0.34769884,0.157362,0.26538727
1704.977914_4108.802178,0.030827349,0.00708811,0.000271257,0.009722208,0.4419631,0.20929523,0.30083278
1704.977914_4208.802178,0.13792086,0.11642659,0.000266802,0.009609442,0.4056511,0.067072466,0.26305273
1804.977914_2708.802178,0.011214827,0.053909186,2.75E-06,0.023213828,0.23877622,0.37607443,0.29680875
1804.977914_2808.802178,0.25245732,0.1849717,5.30E-05,0.02498677,0.16807926,0.10135049,0.2681014
1804.977914_2908.802178,0.0063532,0.0315383,1.25E-05,0.009337411,0.2376455,0.34014124,0.37497187
1804.977914_3008.802178,0.001634439,0.009148678,7.87E-06,0.003899491,0.15413588,0.48542562,0.345748
1804.977914_3108.802178,0.02674593,0.026829252,4.03E-05,0.004469747,0.11220939,0.43505853,0.3946469
1804.977914_3208.802178,0.0006427,0.013029314,9.32E-06,0.005188803,0.16688634,0.44164196,0.37260154
1804.977914_3308.802178,0.004346748,0.017030153,8.11E-06,0.007268387,0.10953706,0.49476102,0.3670485
1804.977914_3408.802178,0.011921491,0.002914031,0.00017815,0.001963374,0.12820487,0.5159328,0.33888525
1804.977914_3508.802178,0.001426269,0.009115691,1.48E-05,0.0045919,0.13973884,0.4971823,0.34793022
1804.977914_3608.802178,0.008753531,0.008265877,4.71E-05,0.001754962,0.12433904,0.5197733,0.33706632
1804.977914_3708.802178,0.003870755,0.007017687,3.44E-05,0.003734843,0.15406351,0.47707504,0.35420376
1804.977914_3808.802178,0.004016762,0.004992821,1.55E-05,0.00377242,0.053463724,0.64690304,0.28683573
1804.977914_3908.802178,0.003696171,0.032471355,1.29E-05,0.008861204,0.2744357,0.29580545,0.38471726
1804.977914_4008.802178,0.07870492,0.012627699,0.000311088,0.005980376,0.47654212,0.15821362,0.26762018
1804.977914_4108.802178,0.27730662,0.03627219,0.000106442,0.00455906,0.31579715,0.14847745,0.21748114
1804.977914_4208.802178,0.11035351,0.13025586,0.000409311,0.008843731,0.40405077,0.06445526,0.28163156
1904.977914_2708.802178,0.029259557,0.13510312,4.20E-05,0.050063986,0.23549587,0.2181826,0.33185285
1904.977914_2808.802178,0.25939134,0.11085375,3.31E-05,0.01939605,0.13594265,0.24782497,0.22655816
1904.977914_2908.802178,0.22896583,0.012934906,0.000205428,0.026069194,0.19236466,0.29128996,0.2481701
1904.977914_3008.802178,0.020973356,0.046740033,2.08E-05,0.005748146,0.10889777,0.5085044,0.3091155
1904.977914_3108.802178,0.004080627,0.02594025,1.80E-05,0.008579432,0.1607007,0.3809572,0.41972375
1904.977914_3208.802178,0.003802925,0.005293171,6.52E-06,0.003305716,0.097935684,0.4937289,0.39592707
1904.977914_3308.802178,0.000778263,0.004464884,2.66E-05,0.005756663,0.11601824,0.45273334,0.420222
1904.977914_3408.802178,0.011112929,0.019357977,2.35E-05,0.008315356,0.1780618,0.34049222,0.44263622
1904.977914_3508.802178,0.001517586,0.008548165,1.28E-05,0.004264573,0.15049972,0.45492402,0.38023314
1904.977914_3608.802178,0.012705013,0.00780569,2.54E-05,0.005442509,0.12245065,0.527206,0.32436466
1904.977914_3708.802178,0.11980962,0.002706062,0.000198632,0.002108015,0.05786235,0.5307464,0.2865689
1904.977914_3808.802178,0.013117861,0.020173118,4.93E-05,0.005169482,0.08954316,0.5012236,0.3707234
1904.977914_3908.802178,0.014126404,0.021164719,6.72E-05,0.003894194,0.20806427,0.38540262,0.3672806
1904.977914_4008.802178,0.2332147,0.09109161,0.000113672,0.021111896,0.28691217,0.117826864,0.2497291
1904.977914_4108.802178,0.16647002,0.07880793,0.000100827,0.014904525,0.35763323,0.12539084,0.25669265
1904.977914_4208.802178,0.1788929,0.006679453,0.000215269,0.002438712,0.44187638,0.0863451,0.28355223
2004.977914_2708.802178,0.022058886,0.16847554,4.37E-05,0.06543348,0.17858769,0.23412016,0.33128056
2004.977914_2808.802178,0.2299156,0.17324159,5.28E-05,0.03265075,0.16881521,0.13422628,0.2610978
2004.977914_2908.802178,0.09128427,0.123559795,4.44E-05,0.021863123,0.18397956,0.2927608,0.2865081
2004.977914_3008.802178,0.051677275,0.09996964,0.000144519,0.015546743,0.17925897,0.33394396,0.31945887
2004.977914_3108.802178,0.001834282,0.018669289,1.27E-05,0.008790611,0.17730631,0.41729945,0.37608743
2004.977914_3208.802178,0.001738696,0.006799658,1.38E-05,0.008178111,0.06262886,0.57745445,0.34318644
2004.977914_3308.802178,0.000482011,0.003125063,1.90E-05,0.003823835,0.090208136,0.6299332,0.27240884
2004.977914_3408.802178,0.023693329,0.028488155,2.84E-05,0.007634929,0.16205063,0.38303486,0.39506972
2004.977914_3508.802178,0.001396311,0.023435304,2.73E-05,0.010825711,0.22764426,0.39226758,0.34440354
2004.977914_3608.802178,0.002689357,0.019168442,1.74E-05,0.007150488,0.15912615,0.46071494,0.3511333
2004.977914_3708.802178,0.002223842,0.006397921,1.03E-05,0.006387813,0.154344,0.45578906,0.37484705
2004.977914_3808.802178,0.002194311,0.019331321,2.34E-05,0.012108953,0.17789337,0.40754968,0.38089892
2004.977914_3908.802178,0.007210893,0.00387733,4.43E-05,0.002634177,0.28465638,0.35072428,0.35085264
2004.977914_4008.802178,0.2315035,0.13250276,0.000118559,0.02247468,0.33097994,0.038066395,0.24435414
2004.977914_4108.802178,0.14268756,0.124486074,0.000450883,0.003537584,0.3907504,0.09534025,0.24274726
2004.977914_4208.802178,0.3625954,0.01673454,0.000148309,0.011072991,0.3114379,0.069949396,0.22806141
2104.977914_2708.802178,0.046305142,0.18749474,8.29E-06,0.040867068,0.10545137,0.31774545,0.30212793
2104.977914_2808.802178,0.23683555,0.019207135,8.09E-05,0.003779284,0.24553312,0.2413186,0.2532454
2104.977914_2908.802178,0.011968225,0.028137477,4.28E-05,0.009613985,0.23731114,0.38072693,0.33219954
2104.977914_3008.802178,0.002329138,0.017395627,2.83E-05,0.003044635,0.12737896,0.51444614,0.33537722
2104.977914_3108.802178,0.002678415,0.008811832,1.51E-05,0.005558604,0.15410525,0.43587026,0.39296058
2104.977914_3208.802178,0.008764681,0.003522608,0.000247667,0.002581389,0.2381656,0.3174772,0.42924082
2104.977914_3308.802178,0.00254848,0.019803071,1.57E-05,0.011473362,0.1348485,0.42544928,0.40586153
2104.977914_3408.802178,0.003968241,0.009740415,4.02E-05,0.005305595,0.11069168,0.49270087,0.37755302
2104.977914_3508.802178,0.02521902,0.02664581,0.000209543,0.003835968,0.13585846,0.4409168,0.36731443
2104.977914_3608.802178,0.001034357,0.021860464,1.81E-05,0.009540373,0.23457262,0.31377316,0.41920096
2104.977914_3708.802178,0.002543514,0.023072492,1.79E-05,0.009213054,0.1720814,0.38259494,0.4104768
2104.977914_3808.802178,0.006103748,0.013955633,0.000187226,0.004913757,0.19715826,0.3761509,0.4015304
2104.977914_3908.802178,0.009095798,0.010152529,0.000114265,0.00352226,0.2996804,0.33344644,0.3439883
2104.977914_4008.802178,0.16797401,0.0803713,0.000383479,0.001568379,0.42314255,0.041798964,0.28476134
2104.977914_4108.802178,0.20760135,0.08067617,0.000381319,0.00463649,0.3640025,0.06612715,0.276575
2104.977914_4208.802178,0.18250307,0.115610585,0.000404354,0.006884361,0.36639464,0.099470735,0.22873224
2204.977914_2708.802178,0.15883838,0.13712245,7.57E-06,0.035443895,0.13880931,0.25429234,0.275486
2204.977914_2808.802178,0.00287639,0.007766501,5.34E-05,0.00186601,0.21723773,0.3644997,0.40570024
2204.977914_2908.802178,0.006129604,0.04015172,2.11E-05,0.018690823,0.15307702,0.4612664,0.3206634
2204.977914_3008.802178,0.00409008,0.02359229,1.88E-05,0.002903471,0.13160427,0.5047329,0.33305818
2204.977914_3108.802178,0.004956022,0.044230904,3.13E-05,0.008919466,0.2637294,0.29404008,0.38409278
2204.977914_3208.802178,0.002464676,0.016440524,2.52E-05,0.004869077,0.19453728,0.41817048,0.3634927
2204.977914_3308.802178,0.001666387,0.01616853,5.05E-05,0.006716538,0.23113401,0.29745156,0.44681245
2204.977914_3408.802178,0.003174759,0.012073399,1.62E-05,0.002379977,0.16644116,0.4228269,0.3930876
2204.977914_3508.802178,0.001772723,0.01394042,4.85E-05,0.004819216,0.14881332,0.4646398,0.36596593
2204.977914_3608.802178,0.002480969,0.013575704,2.82E-05,0.013829216,0.11799683,0.43131548,0.42077354
2204.977914_3708.802178,0.00284097,0.011381215,4.42E-05,0.00547969,0.17439462,0.42521477,0.3806445
2204.977914_3808.802178,0.004152958,0.014861515,3.21E-05,0.00917739,0.22914883,0.29180673,0.45082048
2204.977914_3908.802178,0.019398194,0.012125496,0.00026851,0.010238125,0.35086438,0.28158334,0.32552204
2204.977914_4008.802178,0.32511458,0.04783537,0.000180313,0.002299743,0.32606918,0.04915153,0.24934927
2204.977914_4108.802178,0.20683402,0.081618756,0.000420777,0.02175226,0.3695167,0.03655137,0.28330615
2204.977914_4208.802178,0.15761915,0.0367138,0.000254778,0.022424882,0.37491798,0.11377203,0.2942973
2304.977914_2708.802178,0.36573616,0.19977875,0.000119676,0.035319913,0.10157795,0.0969009,0.20056663
2304.977914_2808.802178,0.031517044,0.018636998,6.26E-05,0.002985768,0.2041852,0.40980387,0.33280846
2304.977914_2908.802178,0.016532809,0.046785783,0.000107033,0.020316623,0.14768057,0.4262171,0.3423601
2304.977914_3008.802178,0.006275113,0.03304719,0.000100238,0.009396822,0.24746318,0.31479734,0.38892013
2304.977914_3108.802178,0.018040221,0.07332936,7.57E-05,0.027015511,0.19528162,0.333084,0.3531735
2304.977914_3208.802178,0.00534316,0.016736083,0.000324858,0.014800788,0.27044636,0.22097465,0.47137398
2304.977914_3308.802178,0.007068521,0.02387579,5.44E-05,0.014324732,0.23074865,0.28784427,0.4360837
2304.977914_3408.802178,0.006428144,0.040218722,2.35E-05,0.009849205,0.09903675,0.49300817,0.3514355
2304.977914_3508.802178,0.028737877,0.021528346,0.000356321,0.005753943,0.17559785,0.349806,0.41821963
2304.977914_3608.802178,0.002593269,0.009004116,3.22E-05,0.007323363,0.13279235,0.4682186,0.38003606
2304.977914_3708.802178,0.001966163,0.024363048,5.34E-05,0.010747533,0.15529759,0.40925133,0.398321
2304.977914_3808.802178,0.005138454,0.01187703,2.83E-05,0.005203299,0.10516223,0.5532164,0.31937426
2304.977914_3908.802178,0.21620986,0.07532394,0.000405344,0.014314039,0.34722215,0.075790845,0.27073383
2304.977914_4008.802178,0.02704309,0.01049035,0.000550857,0.04147898,0.5396546,0.06785997,0.31292218
2304.977914_4108.802178,0.13668925,0.047860038,0.000228007,0.015740069,0.42885163,0.11166881,0.25896224
2304.977914_4208.802178,0.17791721,0.044049248,0.00041394,0.007036595,0.3908502,0.14938118,0.23035167
2404.977914_2708.802178,0.079814754,0.05446253,8.55E-05,0.018531008,0.24893564,0.3044118,0.2937588
2404.977914_2808.802178,0.12269278,0.06341704,0.001282884,0.021867832,0.21044244,0.27065846,0.30963856
2404.977914_2908.802178,0.02831862,0.004955221,0.000122545,0.007260432,0.1472319,0.49934712,0.3127642
2404.977914_3008.802178,0.003373598,0.012578386,0.000122932,0.00531576,0.21132423,0.3372705,0.43001455
2404.977914_3108.802178,0.022495056,0.000656184,0.000312096,0.000728953,0.26377347,0.41475463,0.29727966
2404.977914_3208.802178,0.038434926,0.008360115,0.000458301,0.005247878,0.19107448,0.34076425,0.4156601
2404.977914_3308.802178,0.007031073,0.04744549,5.57E-05,0.0114205,0.18073522,0.37467173,0.37864038
2404.977914_3408.802178,0.002927111,0.00149667,0.000139086,0.001550938,0.14603841,0.48972028,0.35812747
2404.977914_3508.802178,0.00640663,0.002760564,0.000125055,0.001791878,0.1257087,0.49307176,0.3701355
2404.977914_3608.802178,0.001667951,0.016837528,3.16E-05,0.010349236,0.17190407,0.40020275,0.39900687
2404.977914_3708.802178,0.003785251,0.011951421,5.74E-05,0.002351441,0.15058318,0.49209428,0.339177
2404.977914_3808.802178,0.003296607,0.007122565,5.58E-05,0.004817057,0.08647031,0.55903447,0.3392032
2404.977914_3908.802178,0.039391838,0.02806161,0.000160077,0.012738617,0.33619434,0.30480203,0.2786515
2404.977914_4008.802178,0.095317,0.007924455,0.000103159,0.003506497,0.46823364,0.081106916,0.34380832
2404.977914_4108.802178,0.3049959,0.043880578,0.000133315,0.010617773,0.325385,0.10866782,0.20631959
2404.977914_4208.802178,0.25844982,0.062580325,0.00020882,0.017133048,0.32350582,0.10597708,0.23214507
2504.977914_2708.802178,0.8321986,0.001695194,0.000355783,0.004406222,0.044583928,0.019093385,0.09766687
2504.977914_2808.802178,0.007024091,0.078791164,0.000306754,0.01578757,0.22212608,0.30430973,0.37165457
2504.977914_2908.802178,0.011500837,0.012660782,0.000413791,0.002284166,0.20695719,0.3294925,0.43669078
2504.977914_3008.802178,0.008096125,0.04476336,0.000166793,0.008879745,0.21629885,0.3316753,0.39011976
2504.977914_3108.802178,0.013419363,0.042473983,5.66E-05,0.008385686,0.17664734,0.35276812,0.4062489
2504.977914_3208.802178,0.0060979,0.033827428,6.00E-05,0.019406449,0.19768587,0.34981248,0.39310992
2504.977914_3308.802178,0.00288298,0.004387052,4.03E-05,0.001956182,0.15865028,0.49191922,0.340164
2504.977914_3408.802178,0.002720046,0.019766625,0.000114854,0.009639503,0.25041685,0.24815476,0.4691874
2504.977914_3508.802178,0.003576199,0.037682176,4.29E-05,0.007936232,0.15131445,0.40912196,0.39032614
2504.977914_3608.802178,0.002153009,0.003196132,0.000142918,0.008795911,0.12966384,0.47819212,0.3778561
2504.977914_3708.802178,0.005214354,0.040889777,4.71E-05,0.024102002,0.21156225,0.33272406,0.38546044
2504.977914_3808.802178,0.002645096,0.017803594,2.62E-05,0.01179619,0.1350502,0.44205067,0.39062813
2504.977914_3908.802178,0.022038393,0.041727588,0.000270489,0.009036111,0.39777425,0.23905428,0.2900989
2504.977914_4008.802178,0.033319987,0.006751842,0.000412526,0.003194393,0.4002307,0.2509511,0.30513948
2504.977914_4108.802178,0.12629496,0.07161145,0.000332998,0.016544178,0.3710423,0.15035205,0.2638221
2504.977914_4208.802178,0.12711197,0.03113438,0.000444321,0.004772525,0.44758278,0.11531616,0.27363786
2604.977914_2708.802178,0.010998401,0.03680335,9.59E-05,0.009929786,0.19084924,0.3518048,0.39951852
2604.977914_2808.802178,0.009743345,0.044772364,6.76E-05,0.025374368,0.18318415,0.37360623,0.36325192
2604.977914_2908.802178,0.015127688,0.028873496,0.000195679,0.0127768,0.23762433,0.30237636,0.40302566
2604.977914_3008.802178,0.09014166,0.10899368,0.000325075,0.044373013,0.17945744,0.25865793,0.3180512
2604.977914_3108.802178,0.023029752,0.06167561,0.000163273,0.01109111,0.23189907,0.32666463,0.3454765
2604.977914_3208.802178,0.011365363,0.051525608,0.000139706,0.011250191,0.21595162,0.34038022,0.3693872
2604.977914_3308.802178,0.005126562,0.004268568,0.000102153,0.002770396,0.14890872,0.4630646,0.37575895
2604.977914_3408.802178,0.004788338,0.029392181,5.30E-05,0.005261767,0.16816783,0.43099216,0.36134467
2604.977914_3508.802178,0.003014098,0.010388528,3.92E-05,0.003246628,0.16449702,0.43337166,0.38544285
2604.977914_3608.802178,0.001944364,0.016428506,1.50E-05,0.011602683,0.16659194,0.40626904,0.39714846
2604.977914_3708.802178,0.001944965,0.001732658,0.000205447,0.003228684,0.053739984,0.6257537,0.3133946
2604.977914_3808.802178,0.003092214,0.004901614,2.80E-05,0.003129054,0.06926199,0.6167816,0.3028056
2604.977914_3908.802178,0.003863782,0.002601581,0.000139033,0.001277552,0.19317824,0.525735,0.2732048
