,OD,Excitatory,Endothelial,Inhibitory,Astrocyte,Microglia
2104.977914_3608.802178,0.169679111,0.146716865,0.187044238,0.180466937,0.151232027,0.164860822
2104.977914_3708.802178,0.166156409,0.16888074,0.188726399,0.167312665,0.19039679,0.118526996
2104.977914_3808.802178,0.202958677,0.173575491,0.152433628,0.182070411,0.091204494,0.1977573
2104.977914_3908.802178,0.232363451,0.174586634,0.131724962,0.192661665,0.132585694,0.136077594
2104.977914_4008.802178,0.277821759,0.176078973,0.270631916,0.098169942,0.17697711,0.000320301
2104.977914_4108.802178,0.284686727,0.111663274,0.086661757,0.126340163,0.189335363,0.201312715
2104.977914_4208.802178,0.241314356,0.141848121,0.312231735,0.14914471,0.068821477,0.086639601
2204.977914_2708.802178,0.165616543,0.1200093,0.200539004,0.123556459,0.179808578,0.210470115
2204.977914_2808.802178,0.201546859,0.192197659,0.144366986,0.180114477,0.211295845,0.070478174
2204.977914_2908.802178,0.148863261,0.149230262,0.201440521,0.16171496,0.150174187,0.188576809
2204.977914_3008.802178,0.156344999,0.181430149,0.179245318,0.179314564,0.160792111,0.142872859
2204.977914_3108.802178,0.201540075,0.145106226,0.23221293,0.18010805,0.085424865,0.155607853
2204.977914_3208.802178,0.201041518,0.186780266,0.224259128,0.1806229,0.176439755,0.030856432
2204.977914_3308.802178,0.190657547,0.147296961,0.13907948,0.190626257,0.136448373,0.195891381
2204.977914_3408.802178,0.200277106,0.173648076,0.132468696,0.171718941,0.212897055,0.108990127
2204.977914_3508.802178,0.187003493,0.149263441,0.200253165,0.18948918,0.140640913,0.133349808
2204.977914_3608.802178,0.153718849,0.158133802,0.131726108,0.167552169,0.153834979,0.235034093
2204.977914_3708.802178,0.155995314,0.163105043,0.137991869,0.164213039,0.139982173,0.238712561
2204.977914_3808.802178,0.166204726,0.156959309,0.156986825,0.161729272,0.170245284,0.187874584
2204.977914_3908.802178,0.259634887,0.183762588,0.164168176,0.134428496,0.162889506,0.095116347
2204.977914_4008.802178,0.284700396,0.149685821,0.199639147,0.146094549,0.128072059,0.091808027
2204.977914_4108.802178,0.240971348,0.100582672,0.118919359,0.082443129,0.112078721,0.34500477
2204.977914_4208.802178,0.265229888,0.119510392,0.122344937,0.147242228,0.095505896,0.250166659
2304.977914_2708.802178,0.138527718,0.093284365,0.259716287,0.152200102,0.173624729,0.182646798
2304.977914_2808.802178,0.184408188,0.167615557,0.209870488,0.115746762,0.162198319,0.160160686
2304.977914_2908.802178,0.15584277,0.153220772,0.177305741,0.189144541,0.137588352,0.186897825
2304.977914_3008.802178,0.178948124,0.156679002,0.215063768,0.173785345,0.142732298,0.132791463
2304.977914_3108.802178,0.164659006,0.135219408,0.244869642,0.173639504,0.170982048,0.110630391
2304.977914_3208.802178,0.189666831,0.130273603,0.096570006,0.176566617,0.170836501,0.236086442
2304.977914_3308.802178,0.189073196,0.150625277,0.13466524,0.18707125,0.185121479,0.153443559
2304.977914_3408.802178,0.165605922,0.161321434,0.189664184,0.182973377,0.164870469,0.135564615
2304.977914_3508.802178,0.183939166,0.165293747,0.164786983,0.186530671,0.170592753,0.12885668
2304.977914_3608.802178,0.165289822,0.168268956,0.138675897,0.156482745,0.174875168,0.196407411
2304.977914_3708.802178,0.161484227,0.169393635,0.184918461,0.180347445,0.119845126,0.184011106
2304.977914_3808.802178,0.151523121,0.157250823,0.155772487,0.185645244,0.18601785,0.163790475
2304.977914_3908.802178,0.215841966,0.119632418,0.155735173,0.103964228,0.177870967,0.226955248
2304.977914_4008.802178,0.264541125,0.114932298,0.106925088,0.167376282,0.07214852,0.274076686
2304.977914_4108.802178,0.247182423,0.139661741,0.157953323,0.106767135,0.071869235,0.276566142
2304.977914_4208.802178,0.277229702,0.098920366,0.244176636,0.101757573,0.068338287,0.209577435
2404.977914_2708.802178,0.191350922,0.138949584,0.17844937,0.115940433,0.168598818,0.206710873
2404.977914_2808.802178,0.145498338,0.143113376,0.150551596,0.172561793,0.146303317,0.241971579
2404.977914_2908.802178,0.15003692,0.137295169,0.156749419,0.203396363,0.181587498,0.170934631
2404.977914_3008.802178,0.198478282,0.169176008,0.158813832,0.200589271,0.170919027,0.10202358
2404.977914_3108.802178,0.341253975,0.195314388,0.011773958,0.222201975,0.224800068,0.004655637
2404.977914_3208.802178,0.177513382,0.165182764,0.117023254,0.17872901,0.1960484,0.16550319
2404.977914_3308.802178,0.166591952,0.140435694,0.211734039,0.156927707,0.176121121,0.148189486
2404.977914_3408.802178,0.180004493,0.189414338,0.072938831,0.200662825,0.182437173,0.174542341
2404.977914_3508.802178,0.203244122,0.197594239,0.101641492,0.216957218,0.247005429,0.033557501
2404.977914_3608.802178,0.172939934,0.167742204,0.174967474,0.176434722,0.147265966,0.1606497
2404.977914_3708.802178,0.189990983,0.209276606,0.184915082,0.204024239,0.171100384,0.040692706
2404.977914_3808.802178,0.14426027,0.176724437,0.163919725,0.191522147,0.188329419,0.135244003
2404.977914_3908.802178,0.225152173,0.16421406,0.142688773,0.168966327,0.108145179,0.190833488
2404.977914_4008.802178,0.294107814,0.153903874,0.135699681,0.19420604,0.116910005,0.105172587
2404.977914_4108.802178,0.250822738,0.120932186,0.228325012,0.111566363,0.167939005,0.120414696
2404.977914_4208.802178,0.236710223,0.098449074,0.115888502,0.100756211,0.135111871,0.313084118
2504.977914_2708.802178,0.207193343,0.150197992,0.003867437,0.116971474,0.337789408,0.183980345
2504.977914_2808.802178,0.172144964,0.154419981,0.244979744,0.182113167,0.106826016,0.139516127
2504.977914_2908.802178,0.200607485,0.165815433,0.10294993,0.233409537,0.150358401,0.146859214
2504.977914_3008.802178,0.198850933,0.193164004,0.223349156,0.20267733,0.154612985,0.027345592
2504.977914_3108.802178,0.19896924,0.176256503,0.172256805,0.187196829,0.205275062,0.060045562
2504.977914_3208.802178,0.176704516,0.160233539,0.193133669,0.168570028,0.117726337,0.183631912
2504.977914_3308.802178,0.202506841,0.205430275,0.138172589,0.195120552,0.147430028,0.111339715
2504.977914_3408.802178,0.206878368,0.14425639,0.177686482,0.174031033,0.161774186,0.135373541
2504.977914_3508.802178,0.178643747,0.174700755,0.237165472,0.181983337,0.127021185,0.100485505
2504.977914_3608.802178,0.16891988,0.184746015,0.119254847,0.157526916,0.134337892,0.23521445
2504.977914_3708.802178,0.155570098,0.151689285,0.211871593,0.13099131,0.090114367,0.259763346
2504.977914_3808.802178,0.158062102,0.170878992,0.182010348,0.171741166,0.095465392,0.221842
2504.977914_3908.802178,0.217389361,0.188724707,0.239016216,0.125017799,0.124992076,0.10485984
2504.977914_4008.802178,0.275898068,0.14029059,0.140387574,0.202110278,0.175294756,0.066018734
2504.977914_4108.802178,0.213129288,0.094137978,0.18907747,0.129424122,0.101851711,0.272379432
2504.977914_4208.802178,0.339666277,0.158701448,0.105613368,0.157635529,0.128792058,0.10959132
2604.977914_2708.802178,0.179576098,0.159021252,0.199035113,0.180147033,0.152821089,0.129399415
2604.977914_2808.802178,0.155854346,0.13355845,0.183468577,0.18304844,0.156538463,0.187531723
2604.977914_2908.802178,0.194321612,0.14109007,0.128715984,0.206062121,0.20518787,0.124622343
2604.977914_3008.802178,0.158276592,0.139868527,0.189929485,0.108675888,0.20167952,0.201569988
2604.977914_3108.802178,0.201971579,0.169327119,0.190669067,0.154058866,0.199927226,0.084046143
2604.977914_3208.802178,0.170954555,0.159389204,0.216932518,0.16235588,0.12592162,0.164446224
2604.977914_3308.802178,0.184296101,0.173469402,0.11215282,0.198979099,0.183924745,0.147177833
2604.977914_3408.802178,0.197008198,0.186065552,0.268178506,0.186491915,0.156638159,0.005617669
2604.977914_3508.802178,0.18917553,0.143423722,0.159014021,0.189987447,0.182446483,0.135952798
2604.977914_3608.802178,0.152043219,0.142408067,0.180408352,0.15809679,0.152277809,0.214765762
2604.977914_3708.802178,0.168039087,0.230939201,0.066486281,0.196683593,0.093208946,0.244642892
2604.977914_3808.802178,0.151389466,0.169828434,0.134906545,0.180476918,0.179630058,0.18376858
2604.977914_3908.802178,0.207938414,0.16441312,0.151731757,0.180490215,0.108940874,0.18648562
2604.977914_4008.802178,0.246625933,0.158648657,0.132837881,0.072118534,0.218478257,0.171290738
2604.977914_4108.802178,0.292660392,0.155024585,0.083047577,0.080643099,0.153852687,0.234771659
2604.977914_4208.802178,0.207480686,0.207127418,0.128629193,0.174910162,0.100534732,0.181317809
-1412.112487_2714.925323,0.142099972,0.147065367,0.168645474,0.163993237,0.131614691,0.246581259
-1412.112487_2814.925323,0.181636719,0.193378673,0.20276204,0.187977213,0.144394967,0.089850387
-1412.112487_2914.925323,0.169717076,0.117136761,0.127863258,0.198780138,0.165600412,0.220902354
-1412.112487_3014.925323,0.185135536,0.145202997,0.182513448,0.18117419,0.166709882,0.139263947
-1412.112487_3114.925323,0.18284169,0.144579647,0.098812494,0.221384453,0.173031072,0.179350644
-1412.112487_3214.925323,0.177524761,0.137414308,0.108644385,0.157630436,0.206141331,0.212644778
-1412.112487_3314.925323,0.207833001,0.189661443,0.136767178,0.196592649,0.156848044,0.112297685
-1412.112487_3414.925323,0.230731346,0.199335328,0.13677277,0.211535925,0.143840209,0.077784422
-1412.112487_3514.925323,0.211291805,0.152463298,0.213454722,0.171085653,0.157424216,0.094280307
-1412.112487_3614.925323,0.152580767,0.154322551,0.178699279,0.132890603,0.172039068,0.209467732
-1412.112487_3714.925323,0.134374146,0.157470134,0.182403371,0.165789575,0.182549592,0.177413183
-1412.112487_3814.925323,0.149235803,0.162291975,0.13031744,0.153731507,0.145987129,0.258436145
-1412.112487_3914.925323,0.147514371,0.205386331,0.167651601,0.160018671,0.166321478,0.153107548
-1412.112487_4014.925323,0.261767388,0.142443274,0.153998367,0.11067306,0.129382692,0.20173522
-1412.112487_4114.925323,0.261722593,0.125228709,0.172894636,0.125629988,0.182639706,0.131884368
-1412.112487_4214.925323,0.277187587,0.128947053,0.14668608,0.207168086,0.100335539,0.139675655
-1512.112487_2714.925323,0.180392791,0.186191106,0.212629029,0.180929822,0.118359211,0.121498041
-1512.112487_2814.925323,0.149687557,0.124650976,0.152433342,0.197447703,0.162470935,0.213309487
-1512.112487_2914.925323,0.182573443,0.117296432,0.241290089,0.16911595,0.154202395,0.135521691
-1512.112487_3014.925323,0.212856454,0.144435091,0.189242802,0.184113001,0.130325849,0.139026803
-1512.112487_3114.925323,0.198522041,0.163577468,0.186323986,0.180696959,0.171430958,0.099448588
-1512.112487_3214.925323,0.177528184,0.163879484,0.200877939,0.159940165,0.202509926,0.095264301
-1512.112487_3314.925323,0.17641379,0.159203236,0.213465158,0.172569054,0.14410164,0.134247121
-1512.112487_3414.925323,0.162508787,0.184582796,0.121458797,0.180510927,0.167477827,0.183460865
-1512.112487_3514.925323,0.176548966,0.158086409,0.095358051,0.18405257,0.18317368,0.202780323
-1512.112487_3614.925323,0.186245358,0.158920903,0.182969271,0.144574077,0.18597274,0.141317651
-1512.112487_3714.925323,0.147968733,0.164307173,0.125654443,0.163147085,0.15307342,0.245849146
-1512.112487_3814.925323,0.178980894,0.17636542,0.195163718,0.161136406,0.145587542,0.14276602
-1512.112487_3914.925323,0.155746166,0.182383887,0.148060948,0.195613232,0.157738616,0.160457151
-1512.112487_4014.925323,0.218309401,0.12936904,0.106019958,0.155978169,0.16217211,0.228151322
-1512.112487_4114.925323,0.224520307,0.158663438,0.201258461,0.134924231,0.085232337,0.195401227
-1512.112487_4214.925323,0.23830153,0.131455955,0.214691416,0.153479191,0.200164328,0.06190758
-1612.112487_2714.925323,0.162598466,0.126865139,0.124915799,0.162516084,0.211892928,0.211211584
-1612.112487_2814.925323,0.151006667,0.148451958,0.174466821,0.156344766,0.154813321,0.214916466
-1612.112487_2914.925323,0.187276733,0.14016311,0.124602968,0.193167425,0.162074051,0.192715713
-1612.112487_3014.925323,0.182111712,0.156824822,0.17664747,0.190824729,0.145407499,0.148183767
-1612.112487_3114.925323,0.204707758,0.183661709,0.159739743,0.227608139,0.173955475,0.050327176
-1612.112487_3214.925323,0.195530533,0.177525626,0.068852059,0.208708905,0.175045124,0.174337753
-1612.112487_3314.925323,0.205655773,0.162768991,0.212593241,0.160433706,0.170128887,0.088419401
-1612.112487_3414.925323,0.205796184,0.127872304,0.163530643,0.174628611,0.197927471,0.130244787
-1612.112487_3514.925323,0.169554683,0.154100363,0.182059937,0.1765723,0.18448281,0.133229907
-1612.112487_3614.925323,0.176476705,0.144608974,0.183983652,0.141389688,0.175408259,0.178132723
-1612.112487_3714.925323,0.159872428,0.144571753,0.181649926,0.155377073,0.115858767,0.242670053
-1612.112487_3814.925323,0.148607565,0.159806597,0.167804726,0.187831151,0.159633062,0.176316899
-1612.112487_3914.925323,0.176547413,0.165134215,0.118239739,0.1679095,0.116524147,0.255644986
-1612.112487_4014.925323,0.19902458,0.145029294,0.147151786,0.153953293,0.190926175,0.163914872
-1612.112487_4114.925323,0.271204682,0.133002522,0.133115132,0.237846801,0.15823652,0.066594342
-1612.112487_4214.925323,0.293004717,0.097607566,0.173606602,0.231107111,0.184560623,0.020113381
-1712.112487_2714.925323,0.130936002,0.103187631,0.203555552,0.140223794,0.183855932,0.238241087
-1712.112487_2814.925323,0.181474468,0.126855007,0.216467825,0.147775068,0.081447951,0.24597968
-1712.112487_2914.925323,0.193052656,0.124710328,0.288834104,0.154204467,0.169914602,0.069283842
-1712.112487_3014.925323,0.190771068,0.155960202,0.181450167,0.181577568,0.145031948,0.145209047
-1712.112487_3114.925323,0.169422981,0.15707623,0.180596755,0.186920236,0.124166176,0.181817622
-1712.112487_3214.925323,0.188196101,0.159647075,0.220798241,0.163591015,0.19666072,0.071106848
-1712.112487_3314.925323,0.173701339,0.14946647,0.210053548,0.169350174,0.124494144,0.172934325
-1712.112487_3414.925323,0.164941301,0.145430828,0.194164422,0.189235585,0.142419436,0.163808427
-1712.112487_3514.925323,0.256251721,0.187248063,0.250159471,0.201366536,0.102249689,0.00272452
-1712.112487_3614.925323,0.211759556,0.150128963,0.111263914,0.197030231,0.201989927,0.12782741
-1712.112487_3714.925323,0.218918914,0.180301273,0.175954709,0.198478897,0.210944187,0.01540202
-1712.112487_3814.925323,0.154602696,0.141275053,0.128946802,0.154132434,0.170564179,0.250478837
-1712.112487_3914.925323,0.162581739,0.164477185,0.149485067,0.160641565,0.160902016,0.201912427
-1712.112487_4014.925323,0.192272722,0.166431141,0.165128252,0.165291622,0.12567222,0.185204042
-1712.112487_4114.925323,0.292358462,0.152012552,0.225578147,0.152431936,0.177438589,0.000180314
-1712.112487_4214.925323,0.311375925,0.071636055,0.154302417,0.266018426,0.14670037,0.049966808
-1812.112487_2714.925323,0.171200375,0.126404881,0.235507682,0.114691264,0.170395796,0.181800001
-1812.112487_2814.925323,0.184093435,0.167725694,0.278766838,0.19743761,0.120281249,0.051695174
-1812.112487_2914.925323,0.162463133,0.167132062,0.138360618,0.192764679,0.198797367,0.14048214
-1812.112487_3014.925323,0.150691648,0.154678807,0.185252745,0.178974366,0.146674609,0.183727825
-1812.112487_3114.925323,0.145374052,0.185273063,0.137056209,0.17883402,0.172888223,0.180574434
-1812.112487_3214.925323,0.191570283,0.126667367,0.188509443,0.199317617,0.138217599,0.155717691
-1812.112487_3314.925323,0.167668703,0.126588575,0.198111505,0.162008593,0.152826931,0.192795692
-1812.112487_3414.925323,0.152150152,0.159534589,0.174324161,0.15061645,0.145048084,0.218326565
-1812.112487_3514.925323,0.22157698,0.185587491,0.16492785,0.193109953,0.204772739,0.030024987
-1812.112487_3614.925323,0.1771146,0.186634707,0.175644701,0.196803289,0.172172316,0.091630387
-1812.112487_3714.925323,0.165846295,0.160499786,0.145637881,0.165461727,0.170928318,0.191625992
-1812.112487_3814.925323,0.161412052,0.178333976,0.12570802,0.173592929,0.159645425,0.201307598
-1812.112487_3914.925323,0.166991489,0.180587306,0.191504838,0.187702264,0.170358205,0.102855898
-1812.112487_4014.925323,0.158095631,0.176294172,0.250684435,0.174230824,0.117023424,0.123671514
-1812.112487_4114.925323,0.222865426,0.152483516,0.226663261,0.13969807,0.208922014,0.049367712
-1812.112487_4214.925323,0.260171142,0.187732534,0.131031726,0.107086946,0.218433656,0.095543995
-1912.112487_2714.925323,0.16600481,0.122633336,0.211358586,0.138439446,0.140692548,0.220871273
-1912.112487_2814.925323,0.189097353,0.115521813,0.177161338,0.084180909,0.227722759,0.206315827
-1912.112487_2914.925323,0.171307987,0.162286786,0.179233283,0.183054493,0.195080552,0.109036899
-1912.112487_3014.925323,0.161066266,0.192108782,0.242480928,0.162686003,0.125153116,0.116504904
-1912.112487_3114.925323,0.21251253,0.153385525,0.148418081,0.194529956,0.168679661,0.122474246
-1912.112487_3214.925323,0.190001202,0.177856357,0.201100975,0.168323804,0.17686858,0.085849082
-1912.112487_3314.925323,0.186081986,0.183818215,0.154125245,0.179709013,0.192823703,0.103441838
-1912.112487_3414.925323,0.169239293,0.159213944,0.13411017,0.191405668,0.189523392,0.156507532
-1912.112487_3514.925323,0.174825675,0.157503353,0.18939437,0.175778453,0.133097501,0.169400649
-1912.112487_3614.925323,0.173615741,0.14809084,0.225569115,0.163732541,0.174955737,0.114036027
-1912.112487_3714.925323,0.158832843,0.162864027,0.192778584,0.157469366,0.11777399,0.210281189
