,cell_ID,OD,Microglia,Endothelial,Astrocyte,Inhibitory,Excitatory
1304.977914_2908.802178,1304.977914_2908.802178,0,0,0.718032144,0.281967856,0,0
1304.977914_3008.802178,1304.977914_3008.802178,0,0,0,1,0,0
1304.977914_3108.802178,1304.977914_3108.802178,0,0,0,0,0.963194988,0.036805012
1304.977914_3208.802178,1304.977914_3208.802178,0,0,0,0,1,0
1304.977914_3308.802178,1304.977914_3308.802178,0,0,0.619294267,0.380705733,0,0
1304.977914_3408.802178,1304.977914_3408.802178,0,0,0,0.331125852,0,0.668874148
1304.977914_3508.802178,1304.977914_3508.802178,0,0,0,0,1,0
1304.977914_3608.802178,1304.977914_3608.802178,0,0.722008056,0,0,0.277991944,0
1304.977914_3708.802178,1304.977914_3708.802178,0,0,0.949350152,0.020522008,0.03012784,0
1304.977914_3808.802178,1304.977914_3808.802178,0,0,0,1,0,0
1304.977914_3908.802178,1304.977914_3908.802178,0,0,0,1,0,0
1304.977914_4008.802178,1304.977914_4008.802178,0,0,0,1,0,0
1304.977914_4108.802178,1304.977914_4108.802178,0,0,0,1,0,0
1304.977914_4208.802178,1304.977914_4208.802178,0,0,0.179255678,0.820744322,0,0
1404.977914_2708.802178,1404.977914_2708.802178,0,0,0,0,1,0
1404.977914_2808.802178,1404.977914_2808.802178,0,0,0,1,0,0
1404.977914_2908.802178,1404.977914_2908.802178,0,0,0.38347412,0.616462773,6.31E-05,0
1404.977914_3008.802178,1404.977914_3008.802178,0,0,1,0,0,0
1404.977914_3108.802178,1404.977914_3108.802178,0,0,0.739089706,0.225139714,0,0.03577058
1404.977914_3208.802178,1404.977914_3208.802178,0,0,0,1,0,0
1404.977914_3308.802178,1404.977914_3308.802178,0,0,0,0.585575003,0.414424997,0
1404.977914_3408.802178,1404.977914_3408.802178,0,0,1,0,0,0
1404.977914_3508.802178,1404.977914_3508.802178,0,0,0.828975985,0,0.171024015,0
1404.977914_3608.802178,1404.977914_3608.802178,0,0.40594725,0,0,0.59405275,0
1404.977914_3708.802178,1404.977914_3708.802178,0,0,0.830628438,0,0.169371562,0
1404.977914_3808.802178,1404.977914_3808.802178,0,0,0,1,0,0
1404.977914_3908.802178,1404.977914_3908.802178,0,0,0,1,0,0
1404.977914_4008.802178,1404.977914_4008.802178,0,0,0,1,0,0
1404.977914_4108.802178,1404.977914_4108.802178,0,0,0,1,0,0
1404.977914_4208.802178,1404.977914_4208.802178,0,0,2.34E-05,0.999976573,0,0
1504.977914_2708.802178,1504.977914_2708.802178,0,0,0,0,1,0
1504.977914_2808.802178,1504.977914_2808.802178,0,0,0,0,0,1
1504.977914_2908.802178,1504.977914_2908.802178,0,0,0,1,0,0
1504.977914_3008.802178,1504.977914_3008.802178,0,0.000163845,0.999836155,0,0,0
1504.977914_3108.802178,1504.977914_3108.802178,0,0.040487341,0,0,0.959512659,0
1504.977914_3208.802178,1504.977914_3208.802178,0,0,1,0,0,0
1504.977914_3308.802178,1504.977914_3308.802178,0,0,0,1,0,0
1504.977914_3408.802178,1504.977914_3408.802178,0,0.592070101,0,0,0.407929899,0
1504.977914_3508.802178,1504.977914_3508.802178,0,0,1,0,0,0
1504.977914_3608.802178,1504.977914_3608.802178,0,0,0,0.631650926,0.368349074,0
1504.977914_3708.802178,1504.977914_3708.802178,0,0.059995245,0,0.940004755,0,0
1504.977914_3808.802178,1504.977914_3808.802178,0,0,0,1,0,0
1504.977914_3908.802178,1504.977914_3908.802178,0,0,0,1,0,0
1504.977914_4008.802178,1504.977914_4008.802178,0,0,0,1,0,0
1504.977914_4108.802178,1504.977914_4108.802178,0,0,0,1,0,0
1504.977914_4208.802178,1504.977914_4208.802178,0,0,0,1,0,0
1604.977914_2708.802178,1604.977914_2708.802178,0,0,0,0,1,0
1604.977914_2808.802178,1604.977914_2808.802178,0,0,0.884357229,0.115642771,0,0
1604.977914_2908.802178,1604.977914_2908.802178,0,0,0,0,1,0
1604.977914_3008.802178,1604.977914_3008.802178,0,0,0.029499139,0.865711053,0.104789808,0
1604.977914_3108.802178,1604.977914_3108.802178,0,0,0,0,1,0
1604.977914_3208.802178,1604.977914_3208.802178,0,0,1,0,0,0
1604.977914_3308.802178,1604.977914_3308.802178,0,0,1,0,0,0
1604.977914_3408.802178,1604.977914_3408.802178,0.140764176,0,0,0,0.859235824,0
1604.977914_3508.802178,1604.977914_3508.802178,0,0.539122109,0,0,0.460877891,0
1604.977914_3608.802178,1604.977914_3608.802178,0,0,0.866930301,0,0.133069699,0
1604.977914_3708.802178,1604.977914_3708.802178,0,0,1,0,0,0
1604.977914_3808.802178,1604.977914_3808.802178,0.024887704,0,0,0,0.975112296,0
1604.977914_3908.802178,1604.977914_3908.802178,0,0,0,1,0,0
1604.977914_4008.802178,1604.977914_4008.802178,0,0,0,1,0,0
1604.977914_4108.802178,1604.977914_4108.802178,0,0,0,1,0,0
1604.977914_4208.802178,1604.977914_4208.802178,0,0,0,1,0,0
1704.977914_2708.802178,1704.977914_2708.802178,1,0,0,0,0,0
1704.977914_2808.802178,1704.977914_2808.802178,0,0,0,0,1,0
1704.977914_2908.802178,1704.977914_2908.802178,0,0,0,0.365287543,0.634712457,0
1704.977914_3008.802178,1704.977914_3008.802178,0,0.055508353,0,0,0.944491647,0
1704.977914_3108.802178,1704.977914_3108.802178,0,0,0,0,1,0
1704.977914_3208.802178,1704.977914_3208.802178,0,0,0.187659863,0.695934192,0.116405945,0
1704.977914_3308.802178,1704.977914_3308.802178,0,0,0,0,1,0
1704.977914_3408.802178,1704.977914_3408.802178,0,1,0,0,0,0
1704.977914_3508.802178,1704.977914_3508.802178,0,0,0.715611521,0,0.284388479,0
1704.977914_3608.802178,1704.977914_3608.802178,0,0,1,0,0,0
1704.977914_3708.802178,1704.977914_3708.802178,0,0.420775669,0,0,0.579224331,0
1704.977914_3808.802178,1704.977914_3808.802178,0,0,0,0.988856736,0.011143264,0
1704.977914_3908.802178,1704.977914_3908.802178,0,0,0,1,0,0
1704.977914_4008.802178,1704.977914_4008.802178,0,0,0,1,0,0
1704.977914_4108.802178,1704.977914_4108.802178,0,0,0,1,0,0
1704.977914_4208.802178,1704.977914_4208.802178,0,0,0,1,0,0
1804.977914_2708.802178,1804.977914_2708.802178,0,0,0,0,1,0
1804.977914_2808.802178,1804.977914_2808.802178,0,0,0,0,1,0
1804.977914_2908.802178,1804.977914_2908.802178,0,0,0.496656071,0,0.503343929,0
1804.977914_3008.802178,1804.977914_3008.802178,0,0,0.556895042,0,0.443104958,0
1804.977914_3108.802178,1804.977914_3108.802178,0,0.249345901,0,0,0.750654099,0
1804.977914_3208.802178,1804.977914_3208.802178,0,0,1,0,0,0
1804.977914_3308.802178,1804.977914_3308.802178,0,0,0,0,1,0
1804.977914_3408.802178,1804.977914_3408.802178,0,0,1,0,0,0
1804.977914_3508.802178,1804.977914_3508.802178,0,0,0,1,0,0
1804.977914_3608.802178,1804.977914_3608.802178,0,0,0,1,0,0
1804.977914_3708.802178,1804.977914_3708.802178,0,0,1,0,0,0
1804.977914_3808.802178,1804.977914_3808.802178,0,0.220087107,0,0,0.779912893,0
1804.977914_3908.802178,1804.977914_3908.802178,0,0,0,0.570388184,0,0.429611816
1804.977914_4008.802178,1804.977914_4008.802178,0,0,0,1,0,0
1804.977914_4108.802178,1804.977914_4108.802178,0,0,0,1,0,0
1804.977914_4208.802178,1804.977914_4208.802178,0,0,0,1,0,0
1904.977914_2708.802178,1904.977914_2708.802178,0.926802609,0,0,0,0.073197391,0
1904.977914_2808.802178,1904.977914_2808.802178,0,0,0,0,1,0
1904.977914_2908.802178,1904.977914_2908.802178,0,0,0,0,1,0
1904.977914_3008.802178,1904.977914_3008.802178,0,0,0,0,1,0
1904.977914_3108.802178,1904.977914_3108.802178,0,0.25040962,0,0,0.74959038,0
1904.977914_3208.802178,1904.977914_3208.802178,0,0.073265431,0,0,0.926734569,0
1904.977914_3308.802178,1904.977914_3308.802178,0.13977596,0,0,0,0.86022404,0
1904.977914_3408.802178,1904.977914_3408.802178,0,0,0,0,1,0
1904.977914_3508.802178,1904.977914_3508.802178,0,0,0.745121472,0,0.254878528,0
1904.977914_3608.802178,1904.977914_3608.802178,0,0.054333396,0,0,0.945666604,0
1904.977914_3708.802178,1904.977914_3708.802178,0,0,0,0,1,0
1904.977914_3808.802178,1904.977914_3808.802178,0,0.297035687,0,0,0.702964313,0
1904.977914_3908.802178,1904.977914_3908.802178,0,0,0.627310129,0,0.372689871,0
1904.977914_4008.802178,1904.977914_4008.802178,0,0,0,1,0,0
1904.977914_4108.802178,1904.977914_4108.802178,0,0,0,1,0,0
1904.977914_4208.802178,1904.977914_4208.802178,0,0,0,1,0,0
2004.977914_2708.802178,2004.977914_2708.802178,0.346245954,0,0,0,0.653754046,0
2004.977914_2808.802178,2004.977914_2808.802178,0,0,0,0,1,0
2004.977914_2908.802178,2004.977914_2908.802178,0,0,0,0,1,0
2004.977914_3008.802178,2004.977914_3008.802178,0,0,0,0,1,0
2004.977914_3108.802178,2004.977914_3108.802178,0,0.600358414,0,0,0,0.399641586
2004.977914_3208.802178,2004.977914_3208.802178,0,0.444433945,0,0,0.555566055,0
2004.977914_3308.802178,2004.977914_3308.802178,0.759082747,0,0,0,0.240917253,0
2004.977914_3408.802178,2004.977914_3408.802178,0,1,0,0,0,0
2004.977914_3508.802178,2004.977914_3508.802178,0,0,0,0.752116727,0.247883273,0
2004.977914_3608.802178,2004.977914_3608.802178,0.343609577,0,0,0,0.656390423,0
2004.977914_3708.802178,2004.977914_3708.802178,0,0,0.584810638,0,0.415189362,0
2004.977914_3808.802178,2004.977914_3808.802178,0,0.740401121,0,2.31E-19,0,0.259598879
2004.977914_3908.802178,2004.977914_3908.802178,0,0,0,1,0,0
2004.977914_4008.802178,2004.977914_4008.802178,0,0,0,1,0,0
2004.977914_4108.802178,2004.977914_4108.802178,0,0,0,1,0,0
2004.977914_4208.802178,2004.977914_4208.802178,0,0,0,1,0,0
2104.977914_2708.802178,2104.977914_2708.802178,1,0,0,0,0,0
2104.977914_2808.802178,2104.977914_2808.802178,0,0,0,0.120711361,0.879288639,0
2104.977914_2908.802178,2104.977914_2908.802178,0,0,0,0.688742566,0.311257434,0
2104.977914_3008.802178,2104.977914_3008.802178,0,0.434238819,0,0,0.565761181,0
2104.977914_3108.802178,2104.977914_3108.802178,0,0,1,0,0,0
2104.977914_3208.802178,2104.977914_3208.802178,0,0,1,0,0,0
2104.977914_3308.802178,2104.977914_3308.802178,0,0.699902898,0,0,0,0.300097102
2104.977914_3408.802178,2104.977914_3408.802178,0,0.48147041,0,0,0.51852959,0
2104.977914_3508.802178,2104.977914_3508.802178,0,0,0,0.315677076,0,0.684322924
2104.977914_3608.802178,2104.977914_3608.802178,0,0,0.938663751,0,0.061336249,0
2104.977914_3708.802178,2104.977914_3708.802178,0,0,0,0.405626826,0.594373174,0
2104.977914_3808.802178,2104.977914_3808.802178,0,0,0,1,0,0
2104.977914_3908.802178,2104.977914_3908.802178,0,0,0,1,0,0
2104.977914_4008.802178,2104.977914_4008.802178,0,0,0,1,0,0
2104.977914_4108.802178,2104.977914_4108.802178,0,0,0,1,0,0
2104.977914_4208.802178,2104.977914_4208.802178,0,0,0,1,0,0
2204.977914_2708.802178,2204.977914_2708.802178,0,0,0,0,1,0
2204.977914_2808.802178,2204.977914_2808.802178,0,0,1,0,0,0
2204.977914_2908.802178,2204.977914_2908.802178,0,0,0,0,1,0
2204.977914_3008.802178,2204.977914_3008.802178,0.074827349,0,0,0,0.925172651,0
2204.977914_3108.802178,2204.977914_3108.802178,0,0,0,0.999951066,4.89E-05,0
2204.977914_3208.802178,2204.977914_3208.802178,0,0,1,0,0,0
2204.977914_3308.802178,2204.977914_3308.802178,0,0,0.751990585,0.248009415,0,0
2204.977914_3408.802178,2204.977914_3408.802178,0,0,0.85819897,0,0.14180103,0
2204.977914_3508.802178,2204.977914_3508.802178,0.257152709,0,0,0,0.742847291,0
2204.977914_3608.802178,2204.977914_3608.802178,0,1,0,0,0,0
2204.977914_3708.802178,2204.977914_3708.802178,0,0.44852068,0,0.55147932,0,0
2204.977914_3808.802178,2204.977914_3808.802178,0,0,0.379075139,0.29640085,0.324524011,0
2204.977914_3908.802178,2204.977914_3908.802178,0,0,0,1,0,0
2204.977914_4008.802178,2204.977914_4008.802178,0,0,0,1,0,0
2204.977914_4108.802178,2204.977914_4108.802178,0,0,0,1,0,0
2204.977914_4208.802178,2204.977914_4208.802178,0,0,0,1,0,0
2304.977914_2708.802178,2304.977914_2708.802178,0,0,0,0,1,0
2304.977914_2808.802178,2304.977914_2808.802178,0,0,0.567493949,0.432506051,0,0
2304.977914_2908.802178,2304.977914_2908.802178,0,0,0,0,1,0
2304.977914_3008.802178,2304.977914_3008.802178,0,0,0,0,0.692945171,0.307054829
2304.977914_3108.802178,2304.977914_3108.802178,0,0,0,0,1,0
2304.977914_3208.802178,2304.977914_3208.802178,0,0,0.40590998,0.59409002,0,0
2304.977914_3308.802178,2304.977914_3308.802178,0,0,1,0,0,0
2304.977914_3408.802178,2304.977914_3408.802178,0.281181584,0,0,0,0.718818416,0
2304.977914_3508.802178,2304.977914_3508.802178,0,0,0.738292384,0,0.261707616,0
2304.977914_3608.802178,2304.977914_3608.802178,0,0,0,0.277051089,0,0.722948911
2304.977914_3708.802178,2304.977914_3708.802178,0.381343185,0,0,0,0.618656815,0
2304.977914_3808.802178,2304.977914_3808.802178,0.162995811,0,0,0,0.837004189,0
2304.977914_3908.802178,2304.977914_3908.802178,0,0,0,1,0,0
2304.977914_4008.802178,2304.977914_4008.802178,0,0,0,1,0,0
2304.977914_4108.802178,2304.977914_4108.802178,0,0,0,1,0,0
2304.977914_4208.802178,2304.977914_4208.802178,0,0,0,1,0,0
2404.977914_2708.802178,2404.977914_2708.802178,0,0,0,0,1,0
2404.977914_2808.802178,2404.977914_2808.802178,0,0,0,0,0.77932603,0.22067397
2404.977914_2908.802178,2404.977914_2908.802178,0,0,1,0,0,0
2404.977914_3008.802178,2404.977914_3008.802178,0.539483393,0,0,0,0.460516607,0
2404.977914_3108.802178,2404.977914_3108.802178,0,0,0.819337026,0.180662974,0,0
2404.977914_3208.802178,2404.977914_3208.802178,0,0,1,0,0,0
2404.977914_3308.802178,2404.977914_3308.802178,0,0.587855529,0,0.412144471,0,0
2404.977914_3408.802178,2404.977914_3408.802178,0,0,1,0,0,0
2404.977914_3508.802178,2404.977914_3508.802178,0,0,1,0,0,0
2404.977914_3608.802178,2404.977914_3608.802178,0,0,0,0.388265205,0.611734795,0
2404.977914_3708.802178,2404.977914_3708.802178,0,0,0.754457899,0,0.245542101,0
2404.977914_3808.802178,2404.977914_3808.802178,0,0.506226895,0,0,0.493773105,0
2404.977914_3908.802178,2404.977914_3908.802178,0,0,0,1,0,0
2404.977914_4008.802178,2404.977914_4008.802178,0,0,0,1,0,0
2404.977914_4108.802178,2404.977914_4108.802178,0,0,0,1,0,0
2404.977914_4208.802178,2404.977914_4208.802178,0,0,0,1,0,0
2504.977914_2708.802178,2504.977914_2708.802178,0,0,0,0.028860359,0.971139641,0
2504.977914_2808.802178,2504.977914_2808.802178,0,0,0,1,0,0
2504.977914_2908.802178,2504.977914_2908.802178,0,0,0,1,0,0
2504.977914_3008.802178,2504.977914_3008.802178,0,0,0,1,0,0
2504.977914_3108.802178,2504.977914_3108.802178,0,0,0,0.224443771,0,0.775556229
2504.977914_3208.802178,2504.977914_3208.802178,0,0,0.952146358,0,0,0.047853642
2504.977914_3308.802178,2504.977914_3308.802178,0,0,1,0,0,0
2504.977914_3408.802178,2504.977914_3408.802178,0,0,0.664702403,0.335297597,0,0
2504.977914_3508.802178,2504.977914_3508.802178,0,0.581564226,0,0,0.418435774,0
2504.977914_3608.802178,2504.977914_3608.802178,0,0,1,0,0,0
2504.977914_3708.802178,2504.977914_3708.802178,0,0,0,0.549897622,0.450102378,0
2504.977914_3808.802178,2504.977914_3808.802178,0,1,0,0,0,0
2504.977914_3908.802178,2504.977914_3908.802178,0,0,0,1,0,0
2504.977914_4008.802178,2504.977914_4008.802178,0,0,0,1,0,0
2504.977914_4108.802178,2504.977914_4108.802178,0,0,0,1,0,0
2504.977914_4208.802178,2504.977914_4208.802178,0,0,0,1,0,0
2604.977914_2708.802178,2604.977914_2708.802178,0,0,0,0.509545522,0.490454478,0
2604.977914_2808.802178,2604.977914_2808.802178,0,0,1,0,0,0
2604.977914_2908.802178,2604.977914_2908.802178,0,0,0,0.976462111,0,0.023537889
2604.977914_3008.802178,2604.977914_3008.802178,0,0,0,0.641214071,0.358785929,0
2604.977914_3108.802178,2604.977914_3108.802178,0,0,0,1,0,0
2604.977914_3208.802178,2604.977914_3208.802178,0,0,1,0,0,0
2604.977914_3308.802178,2604.977914_3308.802178,0,0,1,0,0,0
2604.977914_3408.802178,2604.977914_3408.802178,0,0,0,0.176549453,0,0.823450547
2604.977914_3508.802178,2604.977914_3508.802178,0,0,0,1,0,0
2604.977914_3608.802178,2604.977914_3608.802178,0,-1.11E-17,0.607980722,0,0.392019278,0
2604.977914_3708.802178,2604.977914_3708.802178,0,0.951950076,0,0,0.048049924,0
2604.977914_3808.802178,2604.977914_3808.802178,0,0.667835831,0,0,0.332164169,0
2604.977914_3908.802178,2604.977914_3908.802178,0,0,0,1,0,0
2604.977914_4008.802178,2604.977914_4008.802178,0,0,0,1,0,0
2604.977914_4108.802178,2604.977914_4108.802178,0,0,0,1,0,0
2604.977914_4208.802178,2604.977914_4208.802178,0,0,0,1,0,0
-1412.112487_2714.925323,-1412.112487_2714.925323,0,0,0,0,1,0
-1412.112487_2814.925323,-1412.112487_2814.925323,0,0,0,1,0,0
-1412.112487_2914.925323,-1412.112487_2914.925323,0,0,0,1,0,0
-1412.112487_3014.925323,-1412.112487_3014.925323,0,0,0,1,0,0
-1412.112487_3114.925323,-1412.112487_3114.925323,0,0,1,0,0,0
-1412.112487_3214.925323,-1412.112487_3214.925323,0,0,1,0,0,0
-1412.112487_3314.925323,-1412.112487_3314.925323,0,0,1,0,0,0
-1412.112487_3414.925323,-1412.112487_3414.925323,0,6.97E-05,0,0.999930268,0,0
-1412.112487_3514.925323,-1412.112487_3514.925323,0,0,0,0,0,1
-1412.112487_3614.925323,-1412.112487_3614.925323,0,0,0,0,1,0
-1412.112487_3714.925323,-1412.112487_3714.925323,0,0.391820427,0,0,0.608179573,0
-1412.112487_3814.925323,-1412.112487_3814.925323,0,0,0.890417241,0,0.109582759,0
-1412.112487_3914.925323,-1412.112487_3914.925323,0,0.616974506,0,0,0.383025494,0
-1412.112487_4014.925323,-1412.112487_4014.925323,0,0,0,1,0,0
-1412.112487_4114.925323,-1412.112487_4114.925323,0,0,0,1,0,0
-1412.112487_4214.925323,-1412.112487_4214.925323,0,0,0,1,0,0
-1512.112487_2714.925323,-1512.112487_2714.925323,0,0,0,0.694149094,0.305850906,0
-1512.112487_2814.925323,-1512.112487_2814.925323,0,0,0,0,0.613642432,0.386357568
-1512.112487_2914.925323,-1512.112487_2914.925323,0,0,0.826419872,0,0,0.173580128
-1512.112487_3014.925323,-1512.112487_3014.925323,0,0,0.569141529,0,0,0.430858471
-1512.112487_3114.925323,-1512.112487_3114.925323,0,0,0,1,0,0
-1512.112487_3214.925323,-1512.112487_3214.925323,0,0,0,0.813515964,0,0.186484036
-1512.112487_3314.925323,-1512.112487_3314.925323,0.398741951,0,0,0,0.601258049,0
-1512.112487_3414.925323,-1512.112487_3414.925323,0,0.768545983,0,0,0.231454017,0
-1512.112487_3514.925323,-1512.112487_3514.925323,0,0,0.760621341,0,0.239378659,0
-1512.112487_3614.925323,-1512.112487_3614.925323,0,0,0,0.737876213,0,0.262123787
-1512.112487_3714.925323,-1512.112487_3714.925323,0,0,0.905396158,0,0.094603842,0
-1512.112487_3814.925323,-1512.112487_3814.925323,0,0,0.712259655,0.287727738,1.26E-05,0
-1512.112487_3914.925323,-1512.112487_3914.925323,0.066623146,0,0,0,0.933376854,0
-1512.112487_4014.925323,-1512.112487_4014.925323,0,0,0,1,0,0
-1512.112487_4114.925323,-1512.112487_4114.925323,0,0,0,1,0,0
-1512.112487_4214.925323,-1512.112487_4214.925323,0,0,0,1,0,0
-1612.112487_2714.925323,-1612.112487_2714.925323,0,0,0,0,1,0
-1612.112487_2814.925323,-1612.112487_2814.925323,0,0.309595684,0,0,0.690404316,0
-1612.112487_2914.925323,-1612.112487_2914.925323,0,0,1,0,0,0
-1612.112487_3014.925323,-1612.112487_3014.925323,0,0,0,0.5758306,0,0.4241694
-1612.112487_3114.925323,-1612.112487_3114.925323,0,0,0,1,0,0
-1612.112487_3214.925323,-1612.112487_3214.925323,0,0,0,1,0,0
-1612.112487_3314.925323,-1612.112487_3314.925323,0,0,0,1,0,0
-1612.112487_3414.925323,-1612.112487_3414.925323,0,0,0,0.417862948,0.582137052,0
-1612.112487_3514.925323,-1612.112487_3514.925323,0,0,0,1,0,0
-1612.112487_3614.925323,-1612.112487_3614.925323,0,0,0.79415874,0.104473296,0.101367964,0
-1612.112487_3714.925323,-1612.112487_3714.925323,0,0,0,1,0,0
-1612.112487_3814.925323,-1612.112487_3814.925323,0.246503919,0,0,0,0.753496081,0
-1612.112487_3914.925323,-1612.112487_3914.925323,0,0,0,0,1,0
-1612.112487_4014.925323,-1612.112487_4014.925323,0,0,0,1,0,0
-1612.112487_4114.925323,-1612.112487_4114.925323,0,0,0,1,0,0
-1612.112487_4214.925323,-1612.112487_4214.925323,0,0,0,1,0,0
-1712.112487_2714.925323,-1712.112487_2714.925323,0,0,0,0,1,0
-1712.112487_2814.925323,-1712.112487_2814.925323,0,0,0,0,1,0
-1712.112487_2914.925323,-1712.112487_2914.925323,0,0,0,0.595751531,0,0.404248469
-1712.112487_3014.925323,-1712.112487_3014.925323,0,0,0.862375944,0,0,0.137624056
-1712.112487_3114.925323,-1712.112487_3114.925323,0,0,0,0.555547358,0.444452642,0
-1712.112487_3214.925323,-1712.112487_3214.925323,0,0,0,0.531017165,0,0.468982835
-1712.112487_3314.925323,-1712.112487_3314.925323,0,0,0.58547392,0.020541355,0,0.393984725
-1712.112487_3414.925323,-1712.112487_3414.925323,0,0,0,0,1,0
-1712.112487_3514.925323,-1712.112487_3514.925323,0,0,0,0,1,0
-1712.112487_3614.925323,-1712.112487_3614.925323,0,0,1,0,0,0
-1712.112487_3714.925323,-1712.112487_3714.925323,0,0,0.244122608,0.664537445,0.091339948,0
-1712.112487_3814.925323,-1712.112487_3814.925323,0,0,0,0.31630663,0.68369337,0
-1712.112487_3914.925323,-1712.112487_3914.925323,0,0,0.579952931,0,0.420047069,0
-1712.112487_4014.925323,-1712.112487_4014.925323,0,0,0,0.980092492,0.019907508,0
-1712.112487_4114.925323,-1712.112487_4114.925323,0,0,0,1,0,0
-1712.112487_4214.925323,-1712.112487_4214.925323,0,0,0,1,0,0
-1812.112487_2714.925323,-1812.112487_2714.925323,0,0,0,0,1,0
-1812.112487_2814.925323,-1812.112487_2814.925323,0,0.162135669,0,0,0.837864331,0
-1812.112487_2914.925323,-1812.112487_2914.925323,0,1,0,0,0,0
-1812.112487_3014.925323,-1812.112487_3014.925323,0,0,0,0,1,0
-1812.112487_3114.925323,-1812.112487_3114.925323,0,0,1,0,0,0
-1812.112487_3214.925323,-1812.112487_3214.925323,0,0,0,0,1,0
-1812.112487_3314.925323,-1812.112487_3314.925323,0,0,0,0,1,0
-1812.112487_3414.925323,-1812.112487_3414.925323,0,0,0,0,1,0
-1812.112487_3514.925323,-1812.112487_3514.925323,0,0,0,0,0,1
-1812.112487_3614.925323,-1812.112487_3614.925323,0,1,0,0,0,0
-1812.112487_3714.925323,-1812.112487_3714.925323,0,0,1,0,0,0
-1812.112487_3814.925323,-1812.112487_3814.925323,0,0,1,0,0,0
-1812.112487_3914.925323,-1812.112487_3914.925323,0.201768967,0,0,0,0.798231033,0
-1812.112487_4014.925323,-1812.112487_4014.925323,0,0.422240054,0,0,0.577759946,0
